＊ 指数先物、国債先物、指数オプション、国債先物オプション、有価証券オプション、商品先物、商品先物オプション順で、商品ごとに限月順で表示しております。,,,,,,,,,,,
＊ 前取引日に取引最終日を迎えた銘柄につきましては掲載されておりません。,,,,,,,,,,,
銘柄コード,銘柄名称,PUT/CAL,限月,権利行使価格,清算価格,理論価格,原資産価格,ボラティリティ,金利,残日数,原資産名称
140090318,CAL_225_250911_40375,CAL,202509,40375,2475,2475,42610.17,24.4038,0.5918,22,日経225
140090518,CAL_225_250911_40500,CAL,202509,40500,2360,2360,42610.17,23.8687,0.5918,22,日経225
140090618,CAL_225_250911_40625,CAL,202509,40625,2255,2255,42610.17,23.654,0.5918,22,日経225
140090718,CAL_225_250911_40750,CAL,202509,40750,2150,2150,42610.17,23.3927,0.5918,22,日経225
140090818,CAL_225_250911_40875,CAL,202509,40875,2045,2045,42610.17,23.0868,0.5918,22,日経225
190091018,CAL_225_250911_41000,CAL,202509,41000,1935,1935,42610.17,22.5831,0.5918,22,日経225
140091118,CAL_225_250911_41125,CAL,202509,41125,1840,1840,42610.17,22.497,0.5918,22,日経225
140091218,CAL_225_250911_41250,CAL,202509,41250,1730,1730,42610.17,21.9154,0.5918,22,日経225
140091318,CAL_225_250911_41375,CAL,202509,41375,1645,1645,42610.17,22.0076,0.5918,22,日経225
140091518,CAL_225_250911_41500,CAL,202509,41500,1535,1535,42610.17,21.342,0.5918,22,日経225
140091618,CAL_225_250911_41625,CAL,202509,41625,1455,1453,42610.17,21.4002,0.5918,22,日経225
140091718,CAL_225_250911_41750,CAL,202509,41750,1360,1360,42610.17,21.0857,0.5918,22,日経225
140091818,CAL_225_250911_41875,CAL,202509,41875,1270,1270,42610.17,20.8,0.5918,22,日経225
190092018,CAL_225_250911_42000,CAL,202509,42000,1185,1185,42610.17,20.5815,0.5918,22,日経225
140092118,CAL_225_250911_42125,CAL,202509,42125,1100,1100,42610.17,20.3004,0.5918,22,日経225
140092218,CAL_225_250911_42250,CAL,202509,42250,1025,1025,42610.17,20.2005,0.5918,22,日経225
140092318,CAL_225_250911_42375,CAL,202509,42375,945,945,42610.17,19.9106,0.5918,22,日経225
140092518,CAL_225_250911_42500,CAL,202509,42500,870,870,42610.17,19.6734,0.5918,22,日経225
140092618,CAL_225_250911_42625,CAL,202509,42625,805,805,42610.17,19.6053,0.5918,22,日経225
140092718,CAL_225_250911_42750,CAL,202509,42750,750,750,42610.17,19.7046,0.5918,22,日経225
140092818,CAL_225_250911_42875,CAL,202509,42875,690,690,42610.17,19.6116,0.5918,22,日経225
190093018,CAL_225_250911_43000,CAL,202509,43000,635,635,42610.17,19.5664,0.5918,22,日経225
140093118,CAL_225_250911_43125,CAL,202509,43125,575,575,42610.17,19.3245,0.5918,22,日経225
140093218,CAL_225_250911_43250,CAL,202509,43250,525,525,42610.17,19.2527,0.5918,22,日経225
140093318,CAL_225_250911_43375,CAL,202509,43375,475,475,42610.17,19.1048,0.5918,22,日経225
140093518,CAL_225_250911_43500,CAL,202509,43500,430,425,42610.17,18.8886,0.5918,22,日経225
140093618,CAL_225_250911_43625,CAL,202509,43625,390,390,42610.17,18.9652,0.5918,22,日経225
140093718,CAL_225_250911_43750,CAL,202509,43750,350,346,42610.17,18.7465,0.5918,22,日経225
140093818,CAL_225_250911_43875,CAL,202509,43875,315,312,42610.17,18.6986,0.5918,22,日経225
